#Top: miox_top   Floorplan: synth_1   Part: xc7z015clg485-1
#Generated by: amarchan   on: Thu Aug  9 18:31:19 2018
#Build: Vivado v2018.2   by: xbuild   on: Thu Jun 14 20:03:12 MDT 2018
#Package Version: FINAL 2013-10-23
#Package Pin Delay Version: VERS. 2.0 2013-10-23

IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,IN_TERM,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage
502,M20,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,
502,N17,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,
502,R21,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,
502,V22,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,
,G12,,RSVDGND,54.911,55.463,,,,,,,,,,,,,,,,,,,,
,T11,,RSVDVCC3,56.314,56.880,,,,,,,,,,,,,,,,,,,,
,T14,,RSVDVCC2,55.652,56.211,,,,,,,,,,,,,,,,,,,,
,T15,,RSVDVCC1,104.706,105.758,,,,,,,,,,,,,,,,,,,,
,G13,,VCCPLL,,,,,,,,,,,,,,,,,,,,,,
,A8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,A18,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AA1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AA6,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AA10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AA18,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AB2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AB4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AB8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AB10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AB15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,B5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,B15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,C2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,C12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,C22,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,D9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,D19,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,E6,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,E16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,F3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,F13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G20,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H17,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,J4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,J10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,J12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,J14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K21,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,L8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,L10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,L14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,L18,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,M5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,M9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,M13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,M15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,N2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,N10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,N14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,N22,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P19,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,R6,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,R10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,R12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,R14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,R16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,T3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,T4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,T5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,T6,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,T7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,T13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,U3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,U10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,U20,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,V1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,V2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,V3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,V4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,V6,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,V8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,V17,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,W1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,W7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,W10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,W14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,Y1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,Y3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,Y5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,Y9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,Y10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,Y11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,Y21,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,U4,,MGTAVCC,,,,,,,,,,,,,,,,,,,,,,
,U6,,MGTAVCC,,,,,,,,,,,,,,,,,,,,,,
,U8,,MGTAVCC,,,,,,,,,,,,,,,,,,,,,,
,W5,,MGTAVCC,,,,,,,,,,,,,,,,,,,,,,
,W9,,MGTAVCC,,,,,,,,,,,,,,,,,,,,,,
,AA2,,MGTAVTT,,,,,,,,,,,,,,,,,,,,,,
,AA4,,MGTAVTT,,,,,,,,,,,,,,,,,,,,,,
,AA8,,MGTAVTT,,,,,,,,,,,,,,,,,,,,,,
,AB1,,MGTAVTT,,,,,,,,,,,,,,,,,,,,,,
,AB6,,MGTAVTT,,,,,,,,,,,,,,,,,,,,,,
,Y7,,MGTAVTT,,,,,,,,,,,,,,,,,,,,,,
,N13,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,P12,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,R13,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,T12,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,H12,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,
,J13,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,
,J9,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,J11,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,K10,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,L9,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,M10,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,N9,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,P10,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,R9,,VCCINT,,,,,,,,,,,,,,,,,,,,,,
,K14,,VCCPAUX,,,,,,,,,,,,,,,,,,,,,,
,L13,,VCCPAUX,,,,,,,,,,,,,,,,,,,,,,
,M14,,VCCPAUX,,,,,,,,,,,,,,,,,,,,,,
,P14,,VCCPAUX,,,,,,,,,,,,,,,,,,,,,,
,G15,,VCCPINT,,,,,,,,,,,,,,,,,,,,,,
,H14,,VCCPINT,,,,,,,,,,,,,,,,,,,,,,
,J15,,VCCPINT,,,,,,,,,,,,,,,,,,,,,,
,L15,,VCCPINT,,,,,,,,,,,,,,,,,,,,,,
,N15,,VCCPINT,,,,,,,,,,,,,,,,,,,,,,
,R15,,VCCPINT,,,,,,,,,,,,,,,,,,,,,,
,V7,,NC,,,,,,,,,,,,,,,,,,,,,,
,W3,,NC,,,,,,,,,,,,,,,,,,,,,,
